customer_id,age,gender,country,avg_order_value,total_orders,last_purchase,is_fraudulent,preferred_category,email_open_rate,customer_since,loyalty_score,churn_risk
CUST_4005,48,Female,India,55.0,11,309,0,Home,7.5,2024-01-20,91,0.44
CUST_5658,42,Male,Brazil,61.94,8,17,0,Beauty,99.0,2021-09-18,49,0.41
CUST_2899,48,Female,Canada,,8,200,0,Home,43.3,2022-12-29,3,0.27
CUST_8734,67,Male,Australia,109.18,11,252,0,Sports,58.6,2021-08-21,17,0.31
CUST_2267,37,Male,Australia,75.98,6,191,0,Beauty,59.4,2021-01-06,25,0.22
CUST_2528,61,Female,France,46.66,7,48,0,Home,34.6,2023-12-22,94,0.34
CUST_4556,72,Female,China,106.23,13,93,0,Sports,54.5,2023-10-10,14,0.25
CUST_4890,34,Male,Germany,112.56,13,236,0,Beauty,58.3,2021-10-02,93,0.28
CUST_9838,62,Other,China,175.73,14,221,0,Fashion,76.1,2021-11-01,5,0.33
CUST_6393,19,Female,Canada,22.72,12,166,0,Sports,66.2,2024-06-19,71,0.05
CUST_9792,42,Male,Canada,103.97,13,253,0,Beauty,44.7,2024-11-15,83,0.09
CUST_9433,30,Female,USA,43.35,13,56,0,Electronics,19.1,2025-01-25,33,0.08
CUST_8513,75,Female,Australia,48.94,11,5,0,Fashion,2.5,2022-02-17,85,0.14
CUST_3612,56,Female,UK,53.17,5,237,0,Sports,65.2,2023-04-07,51,0.09
CUST_8041,45,Female,Japan,26.94,10,220,0,Home,47.8,2025-01-16,85,0.38
CUST_7235,59,Female,Brazil,112.99,8,223,0,Electronics,96.6,2023-01-05,17,0.41
CUST_6486,72,Male,Germany,100.28,10,77,0,Home,9.8,2020-12-29,87,0.19
CUST_8099,23,Female,Japan,66.53,9,19,0,Electronics,7.3,2022-07-21,61,0.06
CUST_1775,20,Female,China,99.42,12,305,0,Beauty,18.1,2021-04-13,91,0.3
CUST_9226,75,Male,Japan,107.61,14,264,0,Beauty,37.7,2022-01-14,31,0.25
CUST_4152,52,Female,USA,77.22,9,203,0,Home,17.5,2023-08-31,15,0.21
CUST_2585,35,Other,Germany,35.2,10,141,0,Home,46.4,2024-04-06,40,0.15
CUST_4943,28,Other,Germany,82.36,9,303,0,Home,34.0,2024-11-18,65,0.19
CUST_8555,71,Male,USA,26.6,7,79,0,Sports,99.9,2020-09-02,20,0.28
CUST_4073,37,Male,Canada,99.86,13,209,0,Fashion,96.7,2025-06-24,34,0.24
CUST_2021,22,Female,USA,,9,255,0,Home,36.5,2021-12-15,65,0.13
CUST_4843,36,Male,Canada,50.6,11,311,0,Beauty,79.2,2022-09-26,32,0.36
CUST_8989,39,Other,UK,64.39,10,39,0,Beauty,24.2,2022-07-09,22,0.4
CUST_7873,76,Male,France,188.66,19,352,0,Home,5.8,2024-04-29,62,0.33
CUST_6675,77,Male,Canada,142.52,10,201,0,Home,4.0,2021-07-12,93,0.31
CUST_1161,36,Male,Japan,,12,85,0,Beauty,2.9,2023-02-22,45,0.35
CUST_5297,79,Male,Canada,78.1,16,42,0,Sports,73.6,2024-09-10,11,0.17
CUST_1995,64,Female,France,29.96,10,235,0,Electronics,34.2,2023-06-05,33,0.38
CUST_8629,79,Female,China,25.66,12,69,0,Beauty,82.4,2021-04-15,38,0.33
CUST_2016,33,Male,Brazil,37.74,9,355,0,Electronics,87.4,2023-06-30,65,0.17
CUST_8869,41,Male,USA,38.89,8,130,1,Home,30.6,2020-11-02,63,0.3
CUST_7439,58,Female,Brazil,224.56,4,131,0,Fashion,28.9,2022-06-27,38,0.07
CUST_8892,21,Male,USA,177.53,4,247,0,Home,30.8,2023-05-18,73,0.26
CUST_7863,32,Female,UK,22.84,11,154,0,Home,47.5,2022-05-30,13,0.59
CUST_8916,42,Female,Australia,36.64,13,229,0,Home,1.6,2023-07-05,48,0.35
CUST_9529,61,Female,Japan,99.99,8,88,0,Beauty,1.1,2023-09-27,24,0.19
CUST_1878,72,Other,Japan,101.05,9,228,0,Beauty,73.5,2023-09-28,36,0.22
CUST_5887,52,Other,China,84.6,17,26,0,Fashion,80.8,2023-10-07,20,0.25
CUST_5859,72,Other,Australia,111.68,13,360,0,Electronics,20.4,2020-09-29,43,0.07
CUST_7331,31,Male,Australia,178.26,13,355,0,Electronics,59.4,2020-08-23,57,0.45
CUST_9571,66,Male,USA,97.41,14,237,0,Electronics,21.6,2020-09-01,65,0.46
CUST_9684,36,Male,Japan,111.72,6,174,0,Home,73.4,2023-09-13,60,0.33
CUST_8208,55,Female,Japan,130.26,8,315,0,Fashion,42.1,2021-05-14,99,0.04
CUST_6276,53,Other,Australia,194.44,14,291,0,Home,82.3,2023-08-06,43,0.3
CUST_3062,24,Female,USA,131.13,13,60,0,Fashion,94.9,2022-05-09,84,0.12
CUST_1064,47,Male,Canada,54.59,11,169,0,Sports,55.5,2022-05-25,65,0.39
CUST_9006,36,Other,Canada,123.09,6,262,0,Beauty,90.1,2022-06-11,46,0.29
CUST_3568,66,Male,France,54.37,10,305,0,Home,3.4,2024-09-08,62,0.21
CUST_6463,42,Male,India,150.63,18,115,0,Sports,46.3,2024-10-23,70,0.43
CUST_3027,33,Male,Germany,156.42,9,174,0,Electronics,50.3,2021-08-27,26,0.36
CUST_3695,64,Male,UK,37.09,9,220,0,Sports,41.6,2021-07-20,29,0.08
CUST_6258,71,Female,USA,49.42,8,127,0,Beauty,31.5,2025-03-10,41,0.64
CUST_6618,57,Male,Canada,237.22,11,4,0,Beauty,72.3,2021-06-08,15,0.21
CUST_7736,68,Female,China,76.59,13,325,0,Beauty,,2021-12-22,19,0.15
CUST_1391,25,Female,Germany,120.73,4,185,0,Sports,8.2,2024-04-16,73,0.08
CUST_6892,35,Female,Germany,219.17,8,171,0,Electronics,95.1,2022-05-12,59,0.2
CUST_4561,45,Female,Germany,76.65,9,198,0,Home,88.8,2024-04-26,81,0.27
CUST_7184,33,Male,Australia,97.19,7,230,0,Electronics,35.3,2022-10-20,96,0.1
CUST_4099,69,Female,France,19.7,6,287,0,Fashion,24.6,2024-12-17,28,0.12
CUST_7278,36,Other,China,92.98,7,334,0,Fashion,62.8,2020-08-15,15,0.04
CUST_9392,59,Male,India,60.96,4,114,0,Home,4.3,2024-08-11,58,0.33
CUST_4104,34,Female,China,61.71,9,332,0,Beauty,49.6,2023-01-24,53,0.13
CUST_8215,62,Male,China,134.0,12,329,0,Home,67.3,2023-01-14,42,0.44
CUST_3454,30,Male,USA,204.04,6,312,0,Sports,,2021-02-25,28,0.21
CUST_9996,24,Female,France,62.08,9,10,0,Beauty,97.2,2023-11-16,73,0.41
CUST_3731,44,Female,Brazil,130.01,9,103,0,Home,71.9,2021-05-22,91,0.29
CUST_9154,27,Male,France,23.25,13,174,0,Home,93.4,2024-06-17,19,0.59
CUST_6056,51,Female,Brazil,26.76,8,119,0,Sports,90.8,2022-08-25,71,0.2
CUST_9110,53,Female,India,158.27,9,236,0,Sports,,2023-11-17,89,0.19
CUST_4840,42,Other,USA,41.29,12,235,0,Electronics,66.9,2023-10-21,94,0.22
CUST_2028,23,Male,Australia,68.94,21,304,0,Fashion,59.7,2024-02-20,77,0.17
CUST_8385,41,Other,Germany,49.73,5,37,0,Home,5.5,2022-07-28,2,0.11
CUST_1502,35,Male,USA,55.27,15,271,0,Electronics,31.8,2022-06-27,18,0.12
CUST_7910,40,Female,Australia,134.3,5,343,0,Beauty,53.5,2025-03-07,40,0.28
CUST_7938,23,Male,USA,98.85,13,250,0,Beauty,54.8,2025-06-09,53,0.12
CUST_5488,46,Male,Australia,315.61,9,333,0,Fashion,81.4,2023-05-26,8,0.47
CUST_1206,79,Female,USA,133.8,10,26,0,Beauty,58.8,2024-06-18,84,0.22
CUST_6134,42,Male,France,78.32,5,329,0,Fashion,46.7,2024-11-17,9,0.47
CUST_6977,72,Male,France,98.36,12,122,0,Beauty,75.2,2023-08-12,77,0.36
CUST_8721,34,Male,France,86.75,15,155,0,Beauty,57.1,2022-07-17,21,0.12
CUST_8035,63,Female,Germany,208.18,7,216,0,Home,88.4,2020-12-20,92,0.4
CUST_2484,41,Male,UK,54.39,10,193,0,Sports,90.5,2021-08-25,44,0.14
CUST_8858,28,Female,Japan,76.64,11,300,0,Home,60.4,2020-09-19,60,0.03
CUST_1863,43,Male,Brazil,173.31,13,160,0,Electronics,56.4,2022-06-04,71,0.22
CUST_3790,68,Male,France,41.0,7,127,0,Sports,70.1,2022-04-05,31,0.53
CUST_8408,79,Male,UK,28.69,14,315,0,Home,72.6,2024-01-26,87,0.2
CUST_9755,51,Female,Brazil,76.18,12,177,0,Sports,72.7,2024-04-01,13,0.19
CUST_6116,45,Male,USA,88.83,6,125,0,Sports,62.1,2023-12-03,45,0.33
CUST_7019,20,Male,India,69.65,6,173,0,Sports,76.3,2024-03-02,2,0.12
CUST_2757,28,Other,Australia,28.98,8,34,0,Beauty,14.4,2025-01-10,34,0.56
CUST_8574,55,Female,UK,97.97,15,238,0,Sports,82.1,2020-08-06,69,0.06
CUST_7374,78,Male,China,40.32,10,40,0,Beauty,31.0,2021-09-15,66,0.24
CUST_7892,31,Male,Canada,54.71,10,185,0,Sports,88.6,2023-02-07,62,0.25
CUST_2678,68,Female,UK,35.44,11,182,0,Beauty,13.2,2021-10-27,47,0.09
CUST_4242,43,Male,France,36.02,10,260,0,Sports,0.4,2024-10-07,98,0.09
CUST_5636,65,Male,France,87.56,9,33,0,Electronics,1.6,2022-07-25,2,0.13
CUST_2059,38,Female,UK,128.87,7,186,0,Home,21.0,2022-07-03,84,0.22
CUST_7668,71,Female,Australia,77.64,8,306,0,Sports,11.4,2023-05-17,72,0.6
CUST_4157,73,Female,Brazil,35.36,13,136,0,Electronics,55.4,2023-11-18,87,0.27
CUST_6915,56,Male,USA,42.61,17,201,1,Home,44.8,2023-04-09,37,0.2
CUST_3693,47,Male,Canada,32.83,8,142,0,Fashion,60.6,2024-06-14,80,0.37
CUST_4627,76,Female,USA,52.2,11,108,0,Sports,19.3,2024-05-28,86,0.31
CUST_6450,25,Male,Germany,50.74,13,156,0,Fashion,75.4,2021-06-13,63,0.1
CUST_2663,68,Female,Australia,,11,254,0,Home,61.0,2024-01-26,56,0.17
CUST_6592,37,Female,France,98.89,11,180,0,Home,22.1,2021-04-27,46,0.18
CUST_8392,65,Male,Germany,230.71,8,340,0,Sports,39.9,2024-01-16,63,0.45
CUST_2306,49,Other,USA,61.83,6,218,0,Electronics,71.8,2022-04-08,8,0.29
CUST_7776,39,Female,USA,53.62,9,27,0,Sports,68.0,2024-03-21,55,0.19
CUST_6864,76,Female,Canada,83.46,15,150,0,Electronics,56.2,2025-04-13,43,0.18
CUST_8526,24,Male,Japan,97.4,7,358,0,Sports,97.9,2020-10-08,90,0.41
CUST_9901,26,Male,USA,54.65,9,99,0,Electronics,13.2,2020-12-04,23,0.32
CUST_6575,62,Female,Brazil,134.02,7,2,1,Beauty,48.8,2022-04-20,16,0.16
CUST_6530,18,Male,Brazil,126.84,13,32,0,Electronics,62.4,2024-09-22,85,0.11
CUST_5413,46,Other,UK,148.06,8,198,0,Electronics,99.4,2022-03-30,52,0.17
CUST_4748,25,Male,Canada,96.92,12,68,0,Home,54.3,2023-07-10,93,0.25
CUST_1663,73,Female,Canada,55.76,6,89,0,Fashion,44.2,2021-05-19,54,0.22
CUST_2998,71,Male,France,42.79,12,16,0,Sports,92.2,2021-07-17,84,0.39
CUST_8994,21,Female,USA,71.68,9,336,0,Home,50.6,2021-12-20,76,0.15
CUST_2495,52,Male,Japan,156.2,9,322,0,Fashion,93.9,2022-11-29,37,0.34
CUST_4304,76,Male,China,36.58,8,322,0,Home,75.0,2022-04-06,90,0.01
CUST_4763,20,Male,Germany,81.56,9,33,0,Home,16.8,2022-04-09,67,0.28
CUST_6232,71,Female,Canada,228.73,10,263,0,Sports,,2021-01-22,18,0.17
CUST_2853,62,Male,UK,,7,300,0,Beauty,31.8,2021-09-01,59,0.13
CUST_7585,57,Other,UK,33.63,13,59,0,Home,6.8,2024-10-27,1,0.55
CUST_2291,24,Female,USA,159.51,6,183,0,Sports,54.3,2024-06-08,19,0.28
CUST_4581,44,Male,USA,124.35,10,325,0,Electronics,86.0,2024-09-18,13,0.74
CUST_8554,18,Female,China,218.18,9,356,0,Fashion,40.0,2020-12-01,33,0.16
CUST_8280,44,Male,India,153.58,10,364,0,Sports,64.8,2021-03-08,94,0.51
CUST_2636,33,Other,India,,8,198,0,Beauty,98.1,2024-10-13,22,0.13
CUST_4696,55,Female,USA,53.22,10,240,0,Sports,19.4,2024-12-06,27,0.29
CUST_1698,24,Male,Australia,82.14,10,231,0,Sports,35.8,2025-05-12,50,0.05
CUST_5737,61,Male,Brazil,168.89,8,210,0,Electronics,2.5,2024-04-25,77,0.26
CUST_1854,40,Male,Brazil,105.91,11,51,0,Fashion,23.2,2022-08-22,72,0.35
CUST_9164,58,Other,China,211.42,10,118,0,Fashion,77.9,2025-03-14,53,0.09
CUST_6855,76,Male,China,49.17,5,329,0,Beauty,65.7,2020-09-29,60,0.36
CUST_8392,28,Female,France,222.22,15,214,0,Fashion,78.4,2022-03-18,50,0.49
CUST_7528,59,Male,Japan,55.13,9,321,0,Electronics,42.5,2020-07-10,66,0.24
CUST_6249,70,Other,UK,130.45,9,148,0,Beauty,73.6,2024-01-04,83,0.18
CUST_6172,50,Male,Brazil,102.11,6,175,0,Electronics,60.0,2024-07-27,24,0.29
CUST_2707,67,Female,Australia,102.28,15,268,0,Electronics,32.8,2024-08-16,69,0.33
CUST_6791,53,Female,USA,122.19,10,319,0,Sports,41.2,2025-01-08,8,0.26
CUST_6535,54,Female,Canada,15.61,11,4,0,Sports,54.1,2024-12-11,20,0.2
CUST_5931,58,Male,Australia,85.36,11,115,0,Sports,95.6,2022-10-29,99,0.13
CUST_4510,76,Male,France,55.0,8,202,0,Home,,2025-01-29,66,0.16
CUST_1202,34,Male,Australia,89.23,9,36,0,Electronics,,2020-10-06,70,0.26
CUST_5218,52,Female,Canada,102.0,14,53,0,Fashion,,2024-11-16,59,0.27
CUST_9958,65,Male,Germany,152.84,16,287,0,Beauty,71.7,2024-03-23,80,0.29
CUST_5389,22,Female,India,31.65,5,283,0,Home,89.5,2025-04-11,47,0.07
CUST_3327,65,Male,Germany,,8,85,0,Sports,73.9,2024-11-15,36,0.17
CUST_9004,49,Female,UK,31.75,8,44,0,Home,41.6,2021-11-25,2,0.16
CUST_3931,20,Other,UK,148.5,7,283,0,Home,72.5,2021-08-16,64,0.52
CUST_8777,69,Female,Brazil,42.89,14,320,0,Electronics,44.4,2022-05-09,78,0.2
CUST_1197,64,Male,Canada,84.23,8,69,0,Electronics,71.4,2021-08-26,38,0.48
CUST_8125,79,Male,UK,58.17,9,41,0,Fashion,78.0,2024-09-07,26,0.28
CUST_2930,52,Male,China,27.6,10,271,0,Beauty,84.3,2022-12-25,20,0.17
CUST_7287,69,Male,Brazil,145.31,2,140,0,Beauty,72.8,2024-11-25,93,0.49
CUST_9800,31,Female,France,98.73,12,58,0,Sports,16.0,2023-10-08,4,0.23
CUST_5282,65,Female,Brazil,111.09,17,239,0,Fashion,93.6,2025-06-06,84,0.3
CUST_3511,78,Other,Germany,52.81,12,46,0,Beauty,21.3,2022-02-28,88,0.39
CUST_1659,78,Male,USA,75.55,11,166,0,Home,35.8,2024-02-20,65,0.25
CUST_3811,48,Female,China,96.48,16,109,0,Home,42.9,2024-07-11,89,0.16
CUST_8098,48,Female,China,28.12,12,125,0,Beauty,71.2,2021-03-25,14,0.32
CUST_7546,34,Female,Japan,27.66,14,298,0,Home,70.1,2022-03-29,35,0.34
CUST_2986,77,Male,China,126.31,15,108,0,Home,96.2,2021-02-19,85,0.08
CUST_9338,41,Female,China,16.18,7,164,0,Sports,18.9,2023-08-02,52,0.48
CUST_3911,69,Female,Germany,112.24,8,258,0,Home,,2021-09-13,23,0.29
CUST_2734,40,Female,Australia,19.14,18,75,0,Beauty,20.4,2024-01-02,20,0.21
CUST_2843,35,Other,China,131.7,14,6,0,Electronics,67.3,2022-04-03,90,0.38
CUST_9680,67,Male,USA,109.97,8,185,0,Home,,2024-01-24,27,0.43
CUST_3976,71,Male,India,31.8,11,275,0,Beauty,86.8,2022-10-15,41,0.08
CUST_2959,31,Female,Germany,96.67,15,78,0,Home,98.3,2023-09-29,78,0.06
CUST_6759,67,Female,Germany,,7,64,0,Fashion,,2023-04-23,36,0.6
CUST_7694,32,Male,Australia,56.13,7,114,0,Sports,73.9,2023-01-11,4,0.06
CUST_3385,32,Female,Japan,66.49,17,201,0,Electronics,53.3,2024-04-03,26,0.08
CUST_5736,23,Other,Australia,61.8,10,141,0,Home,35.9,2020-10-18,40,0.28
CUST_2802,44,Other,Brazil,52.83,14,97,0,Beauty,19.1,2022-08-15,80,0.14
CUST_9155,32,Male,India,131.28,5,304,0,Electronics,71.9,2024-10-01,84,0.47
CUST_9120,67,Female,UK,131.12,10,216,0,Home,15.9,2025-01-16,88,0.18
CUST_7616,53,Female,France,32.96,12,73,0,Fashion,28.1,2022-07-29,74,0.31
CUST_6534,72,Female,UK,190.31,7,292,0,Beauty,92.0,2022-08-14,66,0.4
CUST_5061,25,Female,Japan,80.75,9,133,0,Sports,50.8,2021-01-06,73,0.17
CUST_1262,32,Female,Japan,114.79,11,261,1,Home,85.4,2022-12-16,82,0.15
CUST_7287,20,Female,China,322.28,14,283,0,Beauty,76.8,2021-06-12,94,0.37
CUST_9815,79,Male,Australia,77.2,15,101,0,Home,37.6,2023-04-10,3,0.05
CUST_3049,64,Female,Brazil,,5,205,0,Sports,21.8,2021-10-17,64,0.27
CUST_6423,30,Female,China,66.97,12,140,0,Fashion,10.0,2024-08-05,29,0.13
CUST_5548,58,Male,Canada,30.4,14,12,0,Sports,96.1,2022-10-05,54,0.43
CUST_4108,51,Other,Brazil,,10,248,0,Sports,32.5,2023-08-25,7,0.35
CUST_8158,41,Female,Japan,62.79,8,122,0,Sports,67.3,2022-10-20,25,0.47
CUST_8400,57,Female,Japan,14.19,9,9,1,Electronics,73.0,2021-02-15,24,0.22
CUST_4170,49,Male,Germany,47.73,15,79,0,Beauty,19.8,2022-04-03,43,0.4
CUST_3255,78,Female,Canada,37.92,16,166,0,Home,69.4,2024-12-24,6,0.33
CUST_2154,49,Male,China,60.03,9,98,0,Fashion,0.9,2025-03-09,15,0.23
CUST_5499,47,Male,Japan,38.5,15,206,0,Home,41.8,2023-02-16,79,0.46
CUST_7295,69,Female,Canada,158.74,11,150,0,Electronics,35.0,2024-06-02,40,0.28
CUST_7197,66,Male,India,69.45,10,36,0,Fashion,93.3,2021-11-08,91,0.28
CUST_2648,30,Female,France,45.46,8,263,0,Electronics,98.6,2021-07-27,61,0.08
CUST_6539,18,Male,Australia,167.25,15,341,0,Home,28.8,2022-11-06,21,0.03
CUST_5199,51,Male,Japan,119.76,14,4,0,Fashion,61.0,2020-08-23,58,0.45
CUST_9445,79,Male,India,58.5,20,225,0,Home,74.5,2025-06-12,96,0.3
CUST_3557,32,Other,Brazil,35.83,11,26,0,Beauty,19.1,2022-08-25,32,0.42
CUST_6592,61,Female,Australia,216.57,13,123,0,Electronics,68.7,2022-09-08,12,0.41
CUST_1098,31,Female,Canada,70.17,9,298,0,Beauty,25.8,2020-11-09,9,0.22
CUST_3200,74,Male,Australia,124.26,8,34,0,Beauty,16.9,2023-09-24,20,0.16
CUST_3961,46,Male,UK,148.82,9,236,0,Home,85.1,2023-01-25,15,0.22
CUST_5973,51,Other,Germany,352.1,5,310,0,Home,50.2,2022-07-13,77,0.49
CUST_5433,35,Male,Canada,67.23,14,316,0,Sports,29.7,2021-08-16,8,0.13
CUST_3869,71,Male,India,61.31,11,302,0,Sports,40.5,2024-04-25,21,0.28
CUST_1956,24,Female,Japan,,6,101,0,Fashion,41.3,2020-08-09,45,0.26
CUST_9352,46,Male,Canada,,10,76,0,Home,77.0,2021-02-12,89,0.54
CUST_6699,72,Female,USA,144.02,17,311,0,Electronics,88.7,2021-12-04,99,0.16
CUST_7944,48,Female,UK,39.66,11,81,0,Home,47.6,2024-08-11,40,0.39
CUST_5493,78,Male,India,121.75,12,145,0,Home,32.3,2021-01-07,94,0.4
CUST_5911,42,Male,Brazil,65.19,12,192,0,Beauty,72.7,2021-04-02,95,0.45
CUST_4987,55,Male,USA,94.53,13,223,0,Beauty,90.5,2024-04-12,6,0.19
CUST_7015,31,Female,Canada,219.13,12,52,0,Sports,11.4,2023-07-26,11,0.28
CUST_2218,25,Female,Germany,144.27,14,344,0,Fashion,79.7,2024-04-02,64,0.26
CUST_5496,44,Male,USA,208.46,9,84,0,Fashion,55.7,2025-06-17,42,0.5
CUST_5735,71,Male,Australia,66.57,11,128,0,Home,86.8,2024-12-23,59,0.2
CUST_5555,19,Female,Canada,230.77,5,210,0,Electronics,51.4,2022-01-21,8,0.11
CUST_9050,34,Female,India,165.18,12,351,0,Beauty,86.3,2022-03-07,72,0.51
CUST_4446,54,Male,Canada,92.56,12,263,0,Electronics,55.4,2023-11-30,55,0.43
CUST_2045,31,Male,Germany,216.55,13,182,0,Beauty,14.5,2024-01-02,39,0.44
CUST_7893,42,Male,France,120.2,10,271,0,Home,0.5,2022-04-02,51,0.46
CUST_2693,73,Female,Australia,71.28,10,226,0,Fashion,62.0,2022-11-12,55,0.46
CUST_4436,47,Other,Japan,67.91,9,321,0,Home,59.2,2024-12-31,76,0.14
CUST_9754,46,Male,Canada,109.3,11,11,0,Beauty,21.0,2020-12-15,3,0.15
CUST_6895,37,Female,Germany,130.07,11,92,0,Fashion,85.1,2024-10-17,43,0.42
CUST_4354,38,Male,USA,150.91,10,329,0,Electronics,86.8,2020-10-07,45,0.43
CUST_1225,78,Male,USA,43.4,13,189,0,Electronics,80.4,2023-11-01,80,0.59
CUST_5893,70,Male,India,107.58,8,85,0,Sports,93.7,2020-07-22,91,0.25
CUST_8022,39,Female,Australia,69.4,9,353,0,Electronics,50.7,2024-11-11,16,0.16
CUST_6600,52,Female,USA,,7,276,0,Sports,70.2,2024-02-01,5,0.21
CUST_8996,54,Female,Japan,43.46,11,292,0,Fashion,90.4,2023-03-08,40,0.03
CUST_8683,33,Male,France,43.23,7,260,0,Home,45.6,2021-06-01,76,0.22
CUST_5642,67,Male,France,30.04,9,197,0,Home,61.8,2025-01-26,67,0.26
CUST_8679,75,Male,India,98.03,10,322,0,Fashion,51.3,2023-02-16,99,0.12
CUST_9208,66,Female,Canada,199.79,8,9,0,Fashion,98.3,2024-12-06,45,0.43
CUST_8339,60,Male,USA,22.68,13,87,0,Beauty,43.8,2021-08-30,3,0.32
CUST_3205,34,Female,Germany,159.8,9,339,0,Electronics,31.7,2021-03-31,31,0.18
CUST_2069,33,Male,Brazil,141.68,8,317,0,Electronics,63.0,2022-10-19,24,0.03
CUST_4444,75,Male,France,88.19,6,36,1,Electronics,28.1,2020-12-26,29,0.19
CUST_2060,72,Female,China,154.29,16,222,0,Sports,85.8,2024-04-09,55,0.23
CUST_3327,19,Male,India,160.72,6,174,0,Electronics,89.2,2023-04-02,33,0.11
CUST_4420,21,Male,Canada,127.47,7,208,0,Beauty,34.5,2023-02-23,51,0.38
CUST_1301,38,Male,UK,145.93,12,48,0,Home,35.8,2024-04-19,80,0.21
CUST_1606,56,Female,India,107.35,12,23,0,Home,8.7,2022-02-05,97,0.25
CUST_4170,51,Female,Germany,223.09,5,337,0,Sports,25.6,2024-06-29,74,0.06
CUST_1699,47,Male,Brazil,86.36,11,105,0,Beauty,6.8,2021-10-30,30,0.05
CUST_6088,23,Female,China,138.8,17,310,0,Fashion,75.7,2022-05-23,98,0.4
CUST_1190,34,Male,France,114.02,9,262,0,Home,18.0,2023-08-24,61,0.2
CUST_1980,56,Male,Australia,58.02,5,205,0,Beauty,7.9,2022-07-17,60,0.19
CUST_3975,42,Male,China,62.37,12,168,0,Fashion,16.4,2023-08-13,35,0.11
CUST_7102,22,Female,France,73.61,8,157,0,Sports,37.7,2021-06-04,7,0.22
CUST_2184,22,Male,UK,218.12,11,240,1,Electronics,42.2,2025-05-31,6,0.43
CUST_4327,37,Male,UK,79.61,5,122,0,Beauty,89.9,2023-01-19,15,0.05
CUST_4394,33,Male,France,199.04,10,19,0,Home,28.0,2021-05-07,96,0.32
CUST_9319,68,Male,Australia,107.96,10,55,0,Sports,71.8,2021-11-10,66,0.29
CUST_2816,58,Female,India,111.55,13,279,0,Beauty,89.5,2024-03-05,96,0.16
CUST_6854,54,Male,Australia,88.69,4,107,0,Sports,85.7,2023-09-03,92,0.09
CUST_7709,57,Male,USA,256.53,7,139,0,Fashion,19.9,2022-07-29,85,0.12
CUST_1569,26,Female,France,82.72,11,90,0,Beauty,28.0,2022-12-12,17,0.16
CUST_6442,22,Male,France,267.51,8,270,0,Electronics,5.4,2022-02-18,19,0.2
CUST_2895,59,Female,Australia,19.72,12,328,0,Fashion,48.3,2020-09-18,14,0.21
CUST_3733,74,Female,Japan,50.63,10,209,0,Electronics,40.5,2022-09-01,49,0.36
